0.000000;2755.000000
0.008128;2806.800000
0.032613;2900.300000
0.073350;3095.800000
0.129800;3366.400000
0.200980;3706.500000
0.285450;4109.500000
0.381420;4406.800000
0.486790;4495.000000
0.599310;4308.100000
0.716670;4069.300000
0.836610;3950.800000
0.957050;4048.200000
1.076100;4283.400000
1.192300;4371.200000
1.304200;4269.800000
1.410700;4091.400000
1.511200;3983.500000
1.604900;4044.300000
1.691400;4216.800000
1.770300;4304.200000
1.841500;4249.800000
1.904600;4117.600000
1.959500;4006.600000
2.006000;4049.500000
2.044100;4176.000000
2.073400;4255.300000
2.093900;4231.900000
2.105400;4125.100000
2.107600;4066.400000
2.100400;4069.200000
2.083700;4010.100000
2.057300;3881.900000
2.021300;3707.200000
1.975700;3486.300000
1.920700;3220.300000
1.856500;2910.600000
1.783700;2569.500000
1.702800;2410.100000
1.614400;2426.000000
1.519400;2615.400000
1.418700;2794.400000
1.313300;2792.300000
1.204400;2652.900000
1.092900;2517.400000
0.980250;2495.800000
0.867570;2637.200000
0.756170;2791.300000
0.647360;2807.400000
0.542470;2722.500000
0.442870;2605.600000
0.349950;2587.700000
0.265090;2696.200000
0.189700;2813.800000
0.125140;2848.900000
0.072733;2793.900000
0.033716;2703.800000
0.009186;2676.400000
0.000000;2755.000000
